Station_MAC,First_time_seen,Last_time_seen,Power,packets,BSSID,Probed_ESSIDs,OUI
CA:66:3B:8F:56:DD,1690535583,1690541984,-33,858,BE:F1:71:D5:17:8B,C322U13 3965,CA:66:3B
96:35:2D:3D:85:E6,1690535583,1690535583,-65,4,(not associated),IT2 Wireless,96:35:2D
5C:3A:45:9E:1A:7B,1690535583,1690545114,-39,432,BE:F1:71:D6:10:D7,C322U21 0566,5C:3A:45
C0:E4:34:D8:E7:E5,1690535583,1690545196,-61,958,BE:F1:71:D5:17:8B,C322U13 3965,C0:E4:34
5E:8E:A6:5E:34:81,1690535584,1690535584,-53,1,(not associated),Not Probing,5E:8E:A6
10:51:07:CB:33:E7,1690535585,1690545366,-43,344,(not associated),Not Probing,10:51:07
68:54:5A:40:35:9E,1690535586,1690545050,-31,163,1E:93:E3:1B:3C:F4,"C322U06 5179,Galaxy A71",68:54:5A
74:4C:A1:70:CE:F7,1690535586,1690536001,-71,3,E8:28:C1:DC:FF:F2,Not Probing,74:4C:A1
8A:A3:5A:33:76:57,1690535586,1690539627,-74,115,00:25:00:FF:94:73,Not Probing,8A:A3:5A
CA:54:C4:8B:B5:3A,1690535586,1690545304,-65,437,00:26:99:F2:7A:E2,GIVC,CA:54:C4
BC:F1:71:D4:DB:04,1690535587,1690541872,-45,265,(not associated),Not Probing,BC:F1:71
4A:C9:28:46:EE:3F,1690535588,1690544189,-65,77,0C:80:63:A9:6E:EE,KOTIKI_XXX,4A:C9:28
A6:EC:3C:AB:BA:10,1690535588,1690535589,-49,7,(not associated),Not Probing,A6:EC:3C
4C:44:5B:14:76:E3,1690535589,1690537664,-1,71,E8:28:C1:DD:04:52,Not Probing,4C:44:5B
9E:01:46:3E:EF:4E,1690535589,1690535589,-67,1,(not associated),Not Probing,9E:01:46
A0:E7:0B:AE:D5:44,1690535589,1690544082,-37,125,0A:C5:E1:DB:17:7B,AndroidAP177B,A0:E7:0B
00:95:69:E7:7F:35,1690535591,1690545367,-69,2245,(not associated),nvripcsuite,00:95:69
00:95:69:E7:7C:ED,1690535591,1690545373,-55,4096,(not associated),nvripcsuite,00:95:69
14:13:33:59:9F:AB,1690535592,1690539981,-57,849,(not associated),Not Probing,14:13:33
10:51:07:FE:77:BB,1690535593,1690539959,-57,179,(not associated),Not Probing,10:51:07
C6:DF:29:D4:31:A3,1690535593,1690535593,-75,2,(not associated),Not Probing,C6:DF:29
10:51:07:CB:33:BF,1690535593,1690545377,-43,332,(not associated),Not Probing,10:51:07
BC:F1:71:D5:17:8B,1690535593,1690545047,-29,667,(not associated),Not Probing,BC:F1:71
48:68:4A:93:DF:B4,1690535593,1690545022,-48,122,1E:93:E3:1B:3C:F4,Galaxy A71,48:68:4A
56:AB:6C:C5:C0:B4,1690535593,1690535594,-53,6,(not associated),Not Probing,56:AB:6C
28:7F:CF:23:25:53,1690535594,1690545110,-37,156,9A:75:A8:B9:04:1E,KC,28:7F:CF
F6:82:1F:63:61:FE,1690535594,1690535594,-51,1,(not associated),Gardenpasanauri,F6:82:1F
B6:0D:AB:41:5A:8A,1690535594,1690535594,-51,1,(not associated),Not Probing,B6:0D:AB
8E:D9:81:CB:CC:90,1690535595,1690535595,-57,2,(not associated),Not Probing,8E:D9:81
9A:38:1B:56:15:A1,1690535595,1690535595,-55,2,(not associated),Not Probing,9A:38:1B
00:95:69:E7:7D:21,1690535595,1690545377,-33,8171,(not associated),nvripcsuite,00:95:69
3E:80:71:81:98:53,1690535595,1690535596,-41,6,(not associated),Not Probing,3E:80:71
5A:BC:F2:73:1C:B2,1690535596,1690535596,-67,3,(not associated),podval,5A:BC:F2
BC:F1:71:D5:0E:53,1690535597,1690545010,-35,675,(not associated),Not Probing,BC:F1:71
8C:55:4A:DE:F2:38,1690535597,1690545376,-65,117,8A:A3:03:73:52:08,"MIREA_HOTSPOT,Galaxy A30s5208",8C:55:4A
8A:DF:5C:2F:65:5E,1690535598,1690535598,-43,1,(not associated),Not Probing,8A:DF:5C
06:86:08:25:A2:37,1690535598,1690535598,-43,1,(not associated),Not Probing,06:86:08
BC:F1:71:D6:10:D7,1690535599,1690545042,-31,606,(not associated),Not Probing,BC:F1:71
88:D8:2E:4F:9B:1A,1690535599,1690545084,-29,240,4A:EC:1E:DB:BF:95,POCO X5 Pro 5G,88:D8:2E
BA:8F:F5:A9:F8:04,1690535600,1690535600,-53,4,(not associated),Not Probing,BA:8F:F5
34:7D:F6:95:25:E5,1690535600,1690539619,-43,76,BE:F1:71:D5:0E:53,"C322U06 5179,C322U06 9080",34:7D:F6
BC:F1:71:D4:CC:7C,1690535601,1690544961,-29,539,(not associated),Not Probing,BC:F1:71
5A:AB:CF:56:95:9D,1690535602,1690535602,-53,2,(not associated),Not Probing,5A:AB:CF
BC:F1:71:D5:13:08,1690535602,1690539998,-43,165,(not associated),Not Probing,BC:F1:71
BC:F1:71:D5:B3:5D,1690535602,1690545054,-61,617,(not associated),Not Probing,BC:F1:71
BC:F1:71:D5:3F:C7,1690535604,1690545358,-55,463,(not associated),Not Probing,BC:F1:71
10:51:07:FF:23:B4,1690535605,1690544365,-69,22,(not associated),Not Probing,10:51:07
C6:A5:A2:B6:E6:35,1690535606,1690535606,-51,1,(not associated),Gardenpasanauri,C6:A5:A2
36:B3:12:C2:AD:CA,1690535606,1690535606,-51,1,(not associated),Not Probing,36:B3:12
E6:3D:9C:2B:61:EA,1690535606,1690535606,-51,1,(not associated),Gardenpasanauri,E6:3D:9C
16:8C:9B:54:CD:66,1690535606,1690535606,-51,1,(not associated),Not Probing,16:8C:9B
02:49:68:41:C5:52,1690535606,1690535606,-59,2,(not associated),Not Probing,02:49:68
9E:A3:A9:DB:7E:01,1690535607,1690542979,-71,14,08:3A:2F:56:35:FE,Not Probing,9E:A3:A9
10:51:07:FE:77:C0,1690535607,1690545353,-55,291,(not associated),Not Probing,10:51:07
3A:30:AE:AE:D3:00,1690535607,1690535607,-43,1,(not associated),Not Probing,3A:30:AE
1E:99:5D:A3:41:C7,1690535608,1690535608,-53,2,(not associated),Not Probing,1E:99:5D
34:E1:2D:3C:C8:2D,1690535609,1690545110,-59,580,6E:C7:EC:16:DA:1A,Cnet,34:E1:2D
BC:F1:71:D5:19:2A,1690535609,1690545329,-45,400,(not associated),Not Probing,BC:F1:71
8E:C3:88:02:31:75,1690535611,1690535611,-69,1,(not associated),GIVC,8E:C3:88
BC:F1:71:D5:11:DC,1690535611,1690539947,-53,220,(not associated),Not Probing,BC:F1:71
BC:F1:71:D5:48:00,1690535613,1690545058,-37,635,(not associated),Not Probing,BC:F1:71
FE:76:02:7A:59:28,1690535613,1690535613,-59,1,(not associated),Not Probing,FE:76:02
B8:27:EB:59:FA:0E,1690535616,1690544644,-1,405,6E:C7:EC:16:DA:1A,Cnet,B8:27:EB
92:4F:B6:1F:49:76,1690535616,1690535616,-43,2,(not associated),Not Probing,92:4F:B6
B6:DF:F9:CF:A9:6D,1690535617,1690535617,-49,1,(not associated),Not Probing,B6:DF:F9
BC:F1:71:D5:0E:71,1690535618,1690545362,-45,367,(not associated),Not Probing,BC:F1:71
42:2E:83:C6:95:D7,1690535618,1690535618,-53,2,(not associated),Not Probing,42:2E:83
42:34:DF:F4:47:C1,1690535618,1690535618,-43,1,(not associated),Not Probing,42:34:DF
A6:C3:B8:5C:F2:7F,1690535618,1690535618,-53,1,(not associated),Not Probing,A6:C3:B8
50:3E:AA:33:F5:5B,1690535618,1690545338,-63,433,(not associated),Not Probing,50:3E:AA
42:5F:BE:06:FA:F0,1690535619,1690535619,-53,2,(not associated),Not Probing,42:5F:BE
92:E6:AF:80:86:FE,1690535619,1690535619,-59,1,(not associated),Not Probing,92:E6:AF
5C:10:C5:EE:AB:7F,1690535619,1690540061,-65,161,(not associated),Not Probing,5C:10:C5
F6:3F:C8:8C:4A:30,1690535620,1690535620,-57,2,(not associated),Not Probing,F6:3F:C8
BC:F1:71:D5:47:B5,1690535621,1690545353,-59,296,(not associated),Not Probing,BC:F1:71
10:51:07:FE:77:B6,1690535621,1690545347,-55,444,(not associated),Not Probing,10:51:07
50:3E:AA:34:2F:10,1690535622,1690545342,-65,414,(not associated),Not Probing,50:3E:AA
BC:F1:71:D5:12:7C,1690535622,1690545330,-47,398,(not associated),Not Probing,BC:F1:71
BC:F1:71:D5:13:53,1690535623,1690539907,-57,155,(not associated),Not Probing,BC:F1:71
92:70:BB:65:0F:F3,1690535623,1690535623,-49,2,(not associated),Gardenpasanauri,92:70:BB
1A:7B:4B:46:76:B3,1690535623,1690535623,-49,1,(not associated),Not Probing,1A:7B:4B
8C:55:4A:85:5B:01,1690535623,1690545334,-57,339,(not associated),Not Probing,8C:55:4A
2E:EC:0A:6E:0B:CE,1690535624,1690535624,-49,1,(not associated),Not Probing,2E:EC:0A
26:70:0C:16:BF:34,1690535624,1690535624,-47,1,(not associated),Gardenpasanauri,26:70:0C
F6:6E:9A:79:40:63,1690535624,1690535624,-49,1,(not associated),Not Probing,F6:6E:9A
3E:3F:67:D8:DF:69,1690535625,1690535625,-63,1,(not associated),Gardenpasanauri,3E:3F:67
E6:8E:CD:57:41:F5,1690535625,1690535625,-63,2,(not associated),Not Probing,E6:8E:CD
9A:F1:9B:14:5C:63,1690535625,1690535625,-55,1,(not associated),Gardenpasanauri,9A:F1:9B
9C:A3:A9:D6:28:3C,1690535625,1690545150,-82,79,08:3A:2F:56:35:FE,Not Probing,9C:A3:A9
10:51:07:FF:1E:CD,1690535625,1690545350,-55,353,(not associated),Not Probing,10:51:07
E2:85:E1:FB:50:DC,1690535626,1690535626,-51,1,(not associated),Not Probing,E2:85:E1
02:D4:47:FC:C9:1E,1690535628,1690535628,-51,1,(not associated),Not Probing,02:D4:47
0A:2F:2E:36:0D:62,1690535628,1690535628,-59,1,(not associated),Not Probing,0A:2F:2E
EA:8B:6C:64:92:AC,1690535630,1690535630,-35,1,(not associated),Not Probing,EA:8B:6C
3E:2A:E2:A3:00:31,1690535630,1690535630,-47,1,(not associated),Not Probing,3E:2A:E2
0E:AD:54:09:04:37,1690535631,1690537402,-71,16,00:26:99:F2:7A:E2,GIVC,0E:AD:54
AC:B5:7D:B4:92:05,1690535631,1690544030,-73,281,2A:E8:A2:02:01:73,Redmi Note 9S,AC:B5:7D
02:20:68:06:70:41,1690535631,1690535631,-65,1,(not associated),Not Probing,02:20:68
FA:89:6E:C0:EC:38,1690535631,1690535631,-61,1,(not associated),Not Probing,FA:89:6E
5E:D9:2B:BB:43:2B,1690535633,1690535633,-59,1,(not associated),Not Probing,5E:D9:2B
BC:F1:71:D5:13:85,1690535633,1690545326,-45,386,(not associated),Not Probing,BC:F1:71
BA:90:02:73:97:D4,1690535633,1690535633,-82,2,(not associated),Not Probing,BA:90:02
CE:AF:2A:DA:25:BF,1690535634,1690535634,-67,1,(not associated),Not Probing,CE:AF:2A
AE:55:84:A9:6C:55,1690535635,1690535635,-59,7,(not associated),Not Probing,AE:55:84
FE:B7:DD:ED:94:91,1690535635,1690545107,-73,452,E8:28:C1:DC:B2:52,Not Probing,FE:B7:DD
BC:F1:71:D5:E0:35,1690535635,1690545341,-59,368,(not associated),Not Probing,BC:F1:71
A6:3E:3E:88:57:43,1690535637,1690535637,-65,8,(not associated),IT2 Wireless,A6:3E:3E
06:BF:5D:AD:C0:7C,1690535637,1690535637,-57,1,(not associated),Not Probing,06:BF:5D
16:C1:4E:B6:62:E8,1690535637,1690535637,-69,1,(not associated),Not Probing,16:C1:4E
2E:1F:B7:08:3D:64,1690535638,1690535638,-41,1,(not associated),Not Probing,2E:1F:B7
22:E7:3A:F6:C7:0B,1690535638,1690535639,-43,6,(not associated),Not Probing,22:E7:3A
C2:2B:DB:6D:51:59,1690535639,1690535639,-57,2,(not associated),Not Probing,C2:2B:DB
22:66:6D:87:5E:75,1690535639,1690535639,-67,1,(not associated),Not Probing,22:66:6D
1E:18:19:DD:22:A1,1690535640,1690535640,-61,2,(not associated),IT2 Wireless,1E:18:19
8C:55:4A:DF:0D:A4,1690535640,1690543545,-69,5,(not associated),Not Probing,8C:55:4A
10:51:07:CB:33:C9,1690535640,1690542218,-57,192,(not associated),Not Probing,10:51:07
3C:13:5A:B5:DA:C0,1690535641,1690540211,-51,87,(not associated),Not Probing,3C:13:5A
BC:F1:71:D5:3F:77,1690535642,1690545364,-68,321,(not associated),Not Probing,BC:F1:71
EE:B8:22:86:5D:15,1690535642,1690535642,-47,1,(not associated),Not Probing,EE:B8:22
5A:AB:CF:85:4D:04,1690535643,1690535643,-49,2,(not associated),Not Probing,5A:AB:CF
AC:D1:B8:FE:25:87,1690535644,1690539905,-67,72,(not associated),Not Probing,AC:D1:B8
BA:D3:26:71:7B:7A,1690535644,1690535645,-35,11,(not associated),Not Probing,BA:D3:26
A6:17:30:61:E4:9D,1690535644,1690535644,-61,2,(not associated),Not Probing,A6:17:30
FA:F7:8B:FF:E6:70,1690535646,1690535646,-49,1,(not associated),Gardenpasanauri,FA:F7:8B
66:A5:B0:A6:EC:34,1690535646,1690535646,-49,1,(not associated),Not Probing,66:A5:B0
62:DB:D6:B5:52:39,1690535646,1690535646,-43,1,(not associated),Not Probing,62:DB:D6
70:66:55:D0:B6:C7,1690535649,1690545381,-83,184,E8:28:C1:DC:C6:B2,MIREA_HOTSPOT,70:66:55
BC:F1:71:D5:E0:26,1690535650,1690545250,-55,140,(not associated),Not Probing,BC:F1:71
BA:E8:D6:82:4E:70,1690535653,1690535653,-57,2,(not associated),Not Probing,BA:E8:D6
E2:0C:76:C9:BA:66,1690535653,1690535653,-61,1,(not associated),Not Probing,E2:0C:76
72:EA:1F:DC:E6:DC,1690535653,1690535653,-47,1,(not associated),Not Probing,72:EA:1F
3C:13:5A:2D:6A:B1,1690535653,1690539857,-51,37,(not associated),Not Probing,3C:13:5A
26:3C:9A:3E:3D:4D,1690535653,1690535653,-78,2,(not associated),Not Probing,26:3C:9A
7A:4B:E5:CB:EA:3E,1690535654,1690535654,-81,1,(not associated),Not Probing,7A:4B:E5
3A:7E:0C:C6:AA:E1,1690535654,1690535654,-61,1,(not associated),Not Probing,3A:7E:0C
0A:1F:F3:09:4B:6A,1690535655,1690535655,-73,2,(not associated),Not Probing,0A:1F:F3
02:9D:BA:85:12:4D,1690535655,1690535655,-61,1,(not associated),Not Probing,02:9D:BA
BC:F1:71:D4:DA:C3,1690535655,1690545360,-41,404,(not associated),Not Probing,BC:F1:71
BC:F1:71:D5:14:66,1690535656,1690545339,-47,426,(not associated),Not Probing,BC:F1:71
6A:2F:73:9F:5E:B7,1690535656,1690535656,-69,1,(not associated),Not Probing,6A:2F:73
C6:18:4E:CC:BD:77,1690535658,1690535658,-45,1,(not associated),Not Probing,C6:18:4E
82:4B:57:3A:49:6C,1690535659,1690535659,-45,1,(not associated),Not Probing,82:4B:57
F6:3F:08:42:A1:7B,1690535659,1690535659,-47,1,(not associated),Not Probing,F6:3F:08
8E:B4:A8:58:69:C5,1690535659,1690535659,-43,1,(not associated),Not Probing,8E:B4:A8
EE:09:AA:12:04:0F,1690535659,1690535659,-41,2,(not associated),Not Probing,EE:09:AA
26:A9:CF:23:FA:C5,1690535659,1690535659,-41,1,(not associated),Not Probing,26:A9:CF
BA:A5:9D:30:7E:D3,1690535660,1690535660,-59,7,(not associated),Not Probing,BA:A5:9D
7E:7F:16:F0:BF:BE,1690535661,1690535661,-59,2,(not associated),Not Probing,7E:7F:16
FE:13:B8:C4:23:CB,1690535661,1690535661,-41,1,(not associated),Not Probing,FE:13:B8
42:3B:9A:0E:A1:64,1690535661,1690535661,-65,1,(not associated),Not Probing,42:3B:9A
8A:19:3E:9D:0F:CD,1690535662,1690535662,-61,1,(not associated),Not Probing,8A:19:3E
10:51:07:FF:A4:A6,1690535663,1690545263,-47,88,(not associated),Not Probing,10:51:07
12:AD:10:08:B0:FE,1690535664,1690535664,-55,2,(not associated),Not Probing,12:AD:10
B6:D7:A2:5E:AF:AD,1690535664,1690535665,-35,6,(not associated),Not Probing,B6:D7:A2
22:1B:F7:33:00:06,1690535664,1690535664,-27,3,(not associated),Not Probing,22:1B:F7
7A:A4:60:79:B1:09,1690535666,1690535666,-65,1,(not associated),Not Probing,7A:A4:60
96:5D:C8:71:7D:05,1690535666,1690535666,-41,1,(not associated),Not Probing,96:5D:C8
1A:58:E2:23:1B:55,1690535667,1690535667,-55,1,(not associated),Not Probing,1A:58:E2
2E:F3:63:38:22:AC,1690535669,1690535669,-41,1,(not associated),Not Probing,2E:F3:63
6A:3F:9E:40:70:00,1690535669,1690535670,-57,5,(not associated),Not Probing,6A:3F:9E
BC:F1:71:D4:DA:C8,1690535672,1690545333,-59,234,(not associated),Not Probing,BC:F1:71
92:6A:4E:BE:42:56,1690535673,1690535673,-81,2,(not associated),Not Probing,92:6A:4E
5E:5A:71:FD:86:12,1690535674,1690535674,-55,1,(not associated),Not Probing,5E:5A:71
72:A8:6D:CB:63:82,1690535674,1690535674,-53,1,(not associated),Not Probing,72:A8:6D
BC:F1:71:D5:47:B0,1690535674,1690545372,-61,271,(not associated),Not Probing,BC:F1:71
0A:E9:00:BE:E0:91,1690535676,1690535676,-69,2,(not associated),Not Probing,0A:E9:00
F6:4D:98:98:18:C3,1690535677,1690545329,-61,1062,00:26:99:F2:7A:E2,GIVC,F6:4D:98
9E:A3:A9:D6:28:3C,1690535677,1690545353,-61,65,08:3A:2F:56:35:FE,Not Probing,9E:A3:A9
8E:D4:09:03:3E:7D,1690535678,1690535678,-57,1,(not associated),Not Probing,8E:D4:09
36:3E:4A:DE:C3:4A,1690535679,1690535679,-57,1,(not associated),Not Probing,36:3E:4A
12:D0:AE:EC:C3:51,1690535681,1690535681,-69,1,(not associated),Not Probing,12:D0:AE
02:BD:BB:20:7C:15,1690535682,1690535682,-55,4,(not associated),Not Probing,02:BD:BB
04:10:6B:9E:83:05,1690535682,1690539950,-57,264,(not associated),"-D-13-,Kesha,M26",04:10:6B
02:32:91:80:3F:0B,1690535683,1690535683,-59,1,(not associated),Not Probing,02:32:91
FA:63:3E:E2:C6:22,1690535684,1690535684,-63,1,(not associated),Not Probing,FA:63:3E
32:26:95:73:58:61,1690535685,1690535685,-61,4,(not associated),Not Probing,32:26:95
D6:B3:7A:22:A3:23,1690535687,1690535687,-69,1,(not associated),Not Probing,D6:B3:7A
F2:3D:58:4F:8E:33,1690535687,1690535687,-59,2,(not associated),Not Probing,F2:3D:58
BA:93:A3:1F:9F:16,1690535688,1690535688,-43,2,(not associated),Not Probing,BA:93:A3
D2:45:17:5D:55:44,1690535689,1690535689,-55,11,(not associated),Not Probing,D2:45:17
C2:58:3E:0C:41:A7,1690535690,1690535690,-73,1,(not associated),Not Probing,C2:58:3E
3E:36:6D:55:B6:D9,1690535691,1690535691,-55,1,(not associated),Not Probing,3E:36:6D
A2:B2:7E:9E:A0:92,1690535691,1690535691,-45,1,(not associated),Not Probing,A2:B2:7E
FE:E5:6A:AD:E7:95,1690535693,1690535693,-81,1,(not associated),Not Probing,FE:E5:6A
FE:8F:3E:42:76:E1,1690535693,1690535693,-59,1,(not associated),Not Probing,FE:8F:3E
36:B0:32:A4:92:A9,1690535693,1690535693,-67,1,(not associated),Not Probing,36:B0:32
16:3E:BD:B6:88:82,1690535694,1690535694,-53,1,(not associated),Not Probing,16:3E:BD
1C:BF:C0:2D:7D:C9,1690535694,1690539414,-67,6,(not associated),Not Probing,1C:BF:C0
CE:75:1E:A4:83:79,1690535695,1690535695,-59,4,(not associated),Not Probing,CE:75:1E
BC:F1:71:D5:47:C4,1690535695,1690545382,-45,352,(not associated),Not Probing,BC:F1:71
3E:57:C0:DF:EB:55,1690535696,1690535696,-43,1,(not associated),Not Probing,3E:57:C0
CE:93:E8:9C:C9:71,1690535697,1690535697,-69,1,(not associated),Not Probing,CE:93:E8
62:B2:89:44:B1:86,1690535699,1690535699,-53,1,(not associated),Not Probing,62:B2:89
0E:B0:68:1B:3A:0F,1690535700,1690535700,-55,2,(not associated),Not Probing,0E:B0:68
BC:F1:71:D5:3F:E5,1690535700,1690539840,-41,201,(not associated),Not Probing,BC:F1:71
DA:A1:19:B1:AE:65,1690535701,1690535701,-63,1,(not associated),Not Probing,DA:A1:19
6A:5C:2D:DD:AD:1C,1690535702,1690535703,-37,2,(not associated),Not Probing,6A:5C:2D
92:3A:C4:73:53:08,1690535705,1690535705,-49,2,(not associated),Not Probing,92:3A:C4
F2:C5:70:C2:47:8A,1690535707,1690535707,-55,1,(not associated),Not Probing,F2:C5:70
36:1F:CB:5D:61:66,1690535707,1690535707,-55,1,(not associated),Not Probing,36:1F:CB
FE:2D:64:B9:AB:B2,1690535707,1690535707,-61,1,(not associated),Not Probing,FE:2D:64
BC:F1:71:D5:19:2F,1690535709,1690545360,-59,261,(not associated),Not Probing,BC:F1:71
A2:3C:94:67:42:55,1690535712,1690535712,-51,1,(not associated),Not Probing,A2:3C:94
BA:4F:2B:93:D4:FD,1690535713,1690535713,-65,1,(not associated),Not Probing,BA:4F:2B
4A:A1:DA:B4:E6:B5,1690535713,1690535713,-55,1,(not associated),Not Probing,4A:A1:DA
AE:91:6D:AA:4A:92,1690535713,1690535713,-61,2,(not associated),Not Probing,AE:91:6D
4E:D1:C4:C6:F8:0A,1690535714,1690535714,-55,1,(not associated),Not Probing,4E:D1:C4
F2:58:FA:32:81:73,1690535714,1690535714,-55,1,(not associated),Not Probing,F2:58:FA
9E:5B:DE:BA:52:91,1690535714,1690535715,-57,6,(not associated),Not Probing,9E:5B:DE
0E:41:7D:40:9B:FD,1690535715,1690535715,-63,6,(not associated),Not Probing,0E:41:7D
BA:7B:B2:2F:6A:02,1690535716,1690535716,-35,2,(not associated),Not Probing,BA:7B:B2
36:4C:F7:4A:43:F9,1690535716,1690535716,-49,1,(not associated),Not Probing,36:4C:F7
C6:94:C6:40:08:40,1690535719,1690535719,-33,2,(not associated),Not Probing,C6:94:C6
6A:C0:62:19:C4:17,1690535719,1690535719,-43,1,(not associated),Not Probing,6A:C0:62
BA:FE:72:D7:79:69,1690535719,1690535719,-45,2,(not associated),Not Probing,BA:FE:72
76:03:22:D7:D2:D0,1690535720,1690535720,-39,2,(not associated),Not Probing,76:03:22
D6:32:C1:77:65:27,1690535723,1690535723,-65,1,(not associated),Not Probing,D6:32:C1
22:27:76:3E:AC:80,1690535723,1690535723,-47,2,(not associated),Not Probing,22:27:76
DA:A1:19:70:52:4D,1690535723,1690535723,-59,2,(not associated),Not Probing,DA:A1:19
4E:8D:E6:39:6A:D6,1690535723,1690535723,-61,2,(not associated),Not Probing,4E:8D:E6
92:56:FA:9C:EA:3D,1690535724,1690535724,-57,1,(not associated),Not Probing,92:56:FA
26:57:A7:54:0B:B3,1690535724,1690539723,-59,14,E8:28:C1:DC:B2:52,MIREA_HOTSPOT,26:57:A7
B2:4E:0A:93:A8:0F,1690535724,1690535724,-57,1,(not associated),Not Probing,B2:4E:0A
B6:45:0C:C9:C8:CE,1690535726,1690535726,-65,1,(not associated),Not Probing,B6:45:0C
DA:A1:19:D3:2F:4F,1690535726,1690535726,-67,5,(not associated),MIREA_GUESTS,DA:A1:19
52:0E:22:9D:A2:D0,1690535726,1690535726,-69,1,(not associated),Not Probing,52:0E:22
C6:15:19:38:F8:0A,1690535728,1690535728,-67,2,(not associated),IT2 Wireless,C6:15:19
92:E0:39:DC:F8:F9,1690535730,1690535730,-55,1,(not associated),Not Probing,92:E0:39
C2:A4:BB:E5:33:28,1690535732,1690535732,-63,3,(not associated),IT2 Wireless,C2:A4:BB
EA:A4:E5:67:78:18,1690535732,1690535732,-51,1,(not associated),Not Probing,EA:A4:E5
FE:65:AC:42:B2:5D,1690535733,1690535733,-45,2,(not associated),Not Probing,FE:65:AC
32:61:49:59:49:9F,1690535735,1690535735,-65,2,(not associated),Not Probing,32:61:49
8E:BB:81:80:71:CC,1690535735,1690535735,-51,1,(not associated),Not Probing,8E:BB:81
0A:3E:C3:89:79:6E,1690535736,1690535736,-37,1,(not associated),Not Probing,0A:3E:C3
1E:7E:13:54:F5:A4,1690535736,1690535736,-39,1,(not associated),Not Probing,1E:7E:13
0A:AD:D9:23:4A:15,1690535736,1690535736,-45,1,(not associated),Not Probing,0A:AD:D9
9A:8A:39:3D:46:B8,1690535736,1690535736,-41,1,(not associated),Not Probing,9A:8A:39
CE:C8:F5:B4:C8:85,1690535736,1690535736,-45,1,(not associated),Not Probing,CE:C8:F5
7E:EB:46:D8:DB:A7,1690535738,1690535738,-35,2,(not associated),Not Probing,7E:EB:46
DA:A3:83:C7:3A:D1,1690535739,1690535739,-63,1,(not associated),Not Probing,DA:A3:83
AE:B3:95:77:DD:AB,1690535741,1690535741,-61,1,(not associated),Not Probing,AE:B3:95
EE:D5:9C:07:84:52,1690535741,1690535741,-71,2,(not associated),Not Probing,EE:D5:9C
50:3E:AA:34:2F:0F,1690535745,1690545224,-69,62,(not associated),Not Probing,50:3E:AA
8E:5E:D1:D8:E5:37,1690535745,1690535746,-71,3,(not associated),Not Probing,8E:5E:D1
4E:67:A9:58:C6:4A,1690535745,1690538374,-1,5,E8:28:C1:DC:C8:32,Not Probing,4E:67:A9
46:4B:41:56:A7:50,1690535750,1690535750,-53,1,(not associated),Not Probing,46:4B:41
3E:EE:EB:DF:AC:75,1690535752,1690535752,-63,1,(not associated),Not Probing,3E:EE:EB
7E:4C:B6:0B:9B:BB,1690535753,1690535753,-84,3,(not associated),Not Probing,7E:4C:B6
E4:8D:8C:4D:06:A1,1690535754,1690543469,-71,18,(not associated),Nizhegorodets,E4:8D:8C
7A:7E:34:73:20:33,1690535754,1690535754,-57,2,(not associated),Not Probing,7A:7E:34
02:7B:A3:A4:3F:A2,1690535754,1690535754,-57,1,(not associated),Not Probing,02:7B:A3
62:13:D8:13:46:46,1690535755,1690535755,-55,5,(not associated),Not Probing,62:13:D8
72:01:47:66:DE:9B,1690535756,1690535756,-59,1,(not associated),Not Probing,72:01:47
AA:13:49:26:B5:DB,1690535757,1690535757,-61,1,(not associated),Not Probing,AA:13:49
22:A7:EF:C4:7D:A6,1690535757,1690535757,-57,1,(not associated),Not Probing,22:A7:EF
02:F7:11:1F:76:6D,1690535759,1690535759,-61,2,(not associated),Not Probing,02:F7:11
66:CE:FD:BE:06:D6,1690535760,1690535760,-57,7,(not associated),Not Probing,66:CE:FD
1E:EC:1A:C9:E3:92,1690535762,1690535763,-63,3,(not associated),Not Probing,1E:EC:1A
E2:DB:C2:5B:A4:4D,1690535763,1690535763,-65,1,(not associated),Not Probing,E2:DB:C2
A6:91:3F:39:05:09,1690535763,1690535763,-41,1,(not associated),Not Probing,A6:91:3F
6E:76:E0:9D:CB:73,1690535763,1690535763,-41,2,(not associated),Not Probing,6E:76:E0
C2:35:AC:6F:FC:9B,1690535764,1690535764,-61,1,(not associated),Not Probing,C2:35:AC
4E:1D:1C:3D:1C:77,1690535768,1690535768,-55,1,(not associated),Not Probing,4E:1D:1C
86:48:C7:33:F1:98,1690535768,1690535768,-55,1,(not associated),Not Probing,86:48:C7
3A:53:30:A2:EC:28,1690535773,1690535773,-74,1,(not associated),Not Probing,3A:53:30
CA:E0:26:48:2F:B4,1690535774,1690535774,-59,1,(not associated),Not Probing,CA:E0:26
0A:82:A0:E7:B2:4A,1690535774,1690535774,-67,1,(not associated),Not Probing,0A:82:A0
F6:1E:B3:DA:9C:0D,1690535774,1690535774,-61,2,(not associated),Not Probing,F6:1E:B3
62:17:59:D6:BD:28,1690535776,1690535776,-55,2,(not associated),Not Probing,62:17:59
C6:F2:4D:04:D5:6F,1690535776,1690535776,-51,1,(not associated),Not Probing,C6:F2:4D
DA:47:D9:B0:AD:87,1690535776,1690535776,-47,1,(not associated),Not Probing,DA:47:D9
