Station_MAC,First_time_seen,Last_time_seen,Power,packets,BSSID,Probed_ESSIDs,OUI
6A:3C:EA:69:C9:66,1690544817,1690544818,-55,5,(not associated),Not Probing,6A:3C:EA
EE:85:38:39:F0:5C,1690544819,1690544820,-59,3,(not associated),Not Probing,EE:85:38
2A:1E:B6:DA:EA:D4,1690544819,1690544819,-63,1,(not associated),Not Probing,2A:1E:B6
02:5C:3C:FC:10:20,1690544819,1690544819,-59,1,(not associated),Not Probing,02:5C:3C
C2:7D:BB:8D:D4:D7,1690544819,1690544819,-67,1,(not associated),Not Probing,C2:7D:BB
0A:AF:00:C0:3D:1C,1690544820,1690544822,-49,8,(not associated),Not Probing,0A:AF:00
0A:B4:EB:50:F0:CA,1690544822,1690544822,-61,1,(not associated),GIVC,0A:B4:EB
06:F9:1D:9D:E5:5B,1690544823,1690544823,-53,2,(not associated),Not Probing,06:F9:1D
3A:A2:50:61:E1:DC,1690544824,1690544825,-49,5,(not associated),Not Probing,3A:A2:50
D2:54:EC:56:4A:07,1690544825,1690544825,-49,1,(not associated),Not Probing,D2:54:EC
92:61:84:86:CB:EA,1690544825,1690544825,-59,1,(not associated),Not Probing,92:61:84
FE:11:3B:DA:1F:19,1690544826,1690544827,-57,3,(not associated),Not Probing,FE:11:3B
02:67:15:E1:48:72,1690544827,1690544827,-53,1,(not associated),Not Probing,02:67:15
EE:A6:E0:CC:6A:57,1690544828,1690544829,-55,3,(not associated),Not Probing,EE:A6:E0
5E:B0:63:C7:E8:04,1690544828,1690544828,-53,1,(not associated),GIVC,5E:B0:63
9E:23:31:8F:BF:F1,1690544828,1690544828,-55,1,(not associated),GIVC,9E:23:31
C6:5B:2A:9B:E0:79,1690544828,1690544828,-55,1,(not associated),GIVC,C6:5B:2A
72:5C:A0:61:00:2F,1690544830,1690544831,-67,3,(not associated),Not Probing,72:5C:A0
BA:93:06:9E:E2:01,1690544831,1690544832,-61,5,(not associated),Not Probing,BA:93:06
F6:96:2D:85:19:81,1690544833,1690544839,-61,35,E8:28:C1:DC:54:B2,MIREA_HOTSPOT,F6:96:2D
F6:7C:8B:EF:53:BC,1690544833,1690544834,-61,5,(not associated),Not Probing,F6:7C:8B
FE:1F:7D:B0:26:1C,1690544834,1690544834,-57,1,(not associated),Not Probing,FE:1F:7D
82:B2:B2:20:3E:EC,1690544834,1690544835,-45,7,(not associated),"AndroidShare_1901,AndroidShare_1576,Beeline121",82:B2:B2
E6:6C:0C:3D:01:C4,1690544835,1690544836,-65,3,(not associated),Not Probing,E6:6C:0C
72:04:6E:58:09:05,1690544836,1690544836,-57,1,(not associated),Not Probing,72:04:6E
DA:4E:40:3E:CB:55,1690544836,1690544836,-67,1,(not associated),Not Probing,DA:4E:40
F6:17:8B:A7:8C:F1,1690544837,1690544838,-47,9,(not associated),Not Probing,F6:17:8B
2E:C5:27:69:C1:75,1690544837,1690544837,-61,1,(not associated),Not Probing,2E:C5:27
2E:AA:F8:F1:7C:EA,1690544837,1690544837,-57,2,(not associated),Not Probing,2E:AA:F8
A6:5D:34:71:6F:0B,1690544838,1690544838,-53,1,(not associated),Not Probing,A6:5D:34
12:49:85:05:77:39,1690544838,1690544839,-61,4,(not associated),Not Probing,12:49:85
3A:CB:31:B0:C9:E2,1690544840,1690544841,-61,6,(not associated),Not Probing,3A:CB:31
FA:A4:4A:9B:48:C4,1690544842,1690544843,-59,5,(not associated),Not Probing,FA:A4:4A
8E:B4:D8:74:0D:C9,1690544844,1690544844,-59,4,(not associated),Not Probing,8E:B4:D8
AE:FB:15:C8:8F:79,1690544844,1690544845,-63,4,(not associated),Not Probing,AE:FB:15
B6:8C:66:F8:66:29,1690544845,1690544845,-57,1,(not associated),GIVC,B6:8C:66
BE:81:1D:82:64:7D,1690544845,1690544845,-57,2,(not associated),GIVC,BE:81:1D
6E:7F:33:A1:04:17,1690544845,1690544845,-57,1,(not associated),GIVC,6E:7F:33
92:F5:69:D8:23:35,1690544845,1690544845,-57,1,(not associated),GIVC,92:F5:69
4E:B5:E1:37:32:43,1690544845,1690544846,-55,3,(not associated),Not Probing,4E:B5:E1
E2:86:3F:E8:DF:AC,1690544845,1690544845,-45,1,(not associated),Not Probing,E2:86:3F
32:61:F8:C6:0A:7F,1690544846,1690544846,-71,1,(not associated),Not Probing,32:61:F8
5E:FE:D2:2F:12:EF,1690544846,1690544846,-55,1,(not associated),Not Probing,5E:FE:D2
CE:6D:AB:06:C4:41,1690544846,1690544846,-53,1,(not associated),Not Probing,CE:6D:AB
CE:EE:5B:F7:25:BF,1690544846,1690544846,-55,1,(not associated),Not Probing,CE:EE:5B
06:F7:1C:EF:A5:C1,1690544847,1690544848,-53,8,(not associated),Not Probing,06:F7:1C
FA:3E:86:E1:CC:62,1690544849,1690544849,-45,1,(not associated),Not Probing,FA:3E:86
DA:FF:C9:FA:25:99,1690544849,1690544849,-41,2,(not associated),Not Probing,DA:FF:C9
7E:50:F5:88:BD:57,1690544849,1690544849,-41,1,(not associated),Not Probing,7E:50:F5
5A:CB:86:29:E8:8E,1690544849,1690544849,-57,1,(not associated),Not Probing,5A:CB:86
E2:D7:C1:E2:4A:C8,1690544849,1690544849,-57,1,(not associated),Not Probing,E2:D7:C1
1E:B3:54:15:1C:56,1690544851,1690544852,-63,3,(not associated),Not Probing,1E:B3:54
FE:41:FA:66:58:E4,1690544851,1690544852,-59,4,(not associated),Not Probing,FE:41:FA
DE:05:1B:45:DC:54,1690544852,1690544852,-67,1,(not associated),Not Probing,DE:05:1B
82:93:BA:BA:DB:C3,1690544852,1690544853,-49,9,(not associated),"AndroidShare_1901,Beeline121,AndroidShare_1576",82:93:BA
EA:55:29:77:41:AD,1690544853,1690544854,-61,2,(not associated),Not Probing,EA:55:29
F6:A8:1D:DF:51:E3,1690544854,1690544855,-59,5,(not associated),Not Probing,F6:A8:1D
96:7F:0B:08:0F:A8,1690544855,1690544855,-51,1,(not associated),Not Probing,96:7F:0B
BA:E9:D7:95:79:C8,1690544856,1690544856,-59,2,(not associated),Not Probing,BA:E9:D7
36:0A:CD:9F:8A:B1,1690544856,1690544856,-57,2,(not associated),Not Probing,36:0A:CD
3E:E2:3A:F0:58:22,1690544857,1690544857,-55,1,(not associated),Not Probing,3E:E2:3A
CE:8B:C6:25:F3:E5,1690544857,1690544857,-67,1,(not associated),Not Probing,CE:8B:C6
EE:81:CB:9B:C0:98,1690544857,1690544859,-57,2,(not associated),Not Probing,EE:81:CB
0A:FB:71:F5:5D:2D,1690544858,1690544858,-59,1,(not associated),Not Probing,0A:FB:71
56:25:24:C6:9C:45,1690544859,1690544859,-67,1,(not associated),Not Probing,56:25:24
0E:0B:DC:32:E2:10,1690544859,1690544859,-55,2,(not associated),Not Probing,0E:0B:DC
C6:3A:EC:D8:50:23,1690544860,1690544861,-53,4,(not associated),Not Probing,C6:3A:EC
8A:12:8E:69:CA:6E,1690544861,1690544861,-61,4,(not associated),Not Probing,8A:12:8E
A2:DA:70:7B:F8:62,1690544862,1690544862,-63,3,(not associated),Not Probing,A2:DA:70
7A:96:EA:42:27:84,1690544863,1690544863,-57,8,(not associated),Not Probing,7A:96:EA
9E:FB:32:DC:22:71,1690544863,1690544863,-71,5,(not associated),"Шк,vestis.local",9E:FB:32
72:1F:F5:52:B4:54,1690544864,1690544864,-57,1,(not associated),Not Probing,72:1F:F5
62:E7:19:0A:8D:24,1690544865,1690544866,-55,4,(not associated),Not Probing,62:E7:19
5E:B4:4F:99:2D:56,1690544865,1690544865,-51,12,(not associated),"AndroidShare_1576,AndroidShare_1901,Beeline121",5E:B4:4F
4A:A0:7D:0C:21:5D,1690544865,1690544865,-61,1,(not associated),Not Probing,4A:A0:7D
1E:87:C7:F3:34:47,1690544867,1690544868,-59,3,(not associated),Not Probing,1E:87:C7
0E:CE:CE:C9:25:65,1690544868,1690544869,-57,5,(not associated),Not Probing,0E:CE:CE
D2:F3:74:8F:F4:BD,1690544871,1690544871,-65,1,(not associated),Not Probing,D2:F3:74
BE:2A:FD:B7:F5:C5,1690544871,1690544871,-45,1,(not associated),Not Probing,BE:2A:FD
56:D3:DA:B8:43:98,1690544871,1690544871,-55,3,(not associated),Not Probing,56:D3:DA
32:38:C8:10:F5:40,1690544871,1690544871,-45,1,(not associated),Not Probing,32:38:C8
96:37:46:CA:B5:B2,1690544871,1690544871,-39,2,(not associated),Not Probing,96:37:46
0E:41:88:31:D4:69,1690544871,1690544871,-41,1,(not associated),Not Probing,0E:41:88
F6:B6:BC:C7:FE:F0,1690544871,1690544871,-39,1,(not associated),Not Probing,F6:B6:BC
56:82:C8:90:E2:4B,1690544872,1690544873,-57,5,(not associated),Not Probing,56:82:C8
1E:8E:EE:76:BD:6F,1690544873,1690544873,-55,1,(not associated),Not Probing,1E:8E:EE
8E:AB:CC:B3:7B:0A,1690544874,1690544875,-57,6,(not associated),Not Probing,8E:AB:CC
6E:74:B9:94:C3:4B,1690544874,1690544874,-67,1,(not associated),GIVC,6E:74:B9
92:24:51:65:DD:31,1690544877,1690544877,-65,1,(not associated),Not Probing,92:24:51
52:0D:84:9E:FB:21,1690544877,1690544878,-51,6,(not associated),Not Probing,52:0D:84
1E:93:7B:39:34:A2,1690544878,1690544878,-59,1,(not associated),Not Probing,1E:93:7B
0E:C8:AA:F6:52:64,1690544879,1690544879,-51,3,(not associated),Not Probing,0E:C8:AA
F6:68:0D:89:9C:62,1690544879,1690544879,-43,2,(not associated),Not Probing,F6:68:0D
7A:FA:E2:4F:A5:D1,1690544880,1690544880,-67,1,(not associated),Not Probing,7A:FA:E2
3E:D3:DC:E1:96:50,1690544880,1690544880,-39,2,(not associated),Not Probing,3E:D3:DC
36:01:BC:E5:D8:CD,1690544880,1690544880,-39,2,(not associated),Not Probing,36:01:BC
2A:83:C8:50:FE:42,1690544881,1690544882,-63,2,(not associated),Not Probing,2A:83:C8
06:FA:A2:C8:11:E4,1690544882,1690545022,-68,33,00:25:00:FF:94:73,Not Probing,06:FA:A2
3A:56:BC:75:A2:2D,1690544882,1690544882,-41,1,(not associated),Not Probing,3A:56:BC
92:AE:32:B7:EF:B3,1690544882,1690544882,-57,2,(not associated),Not Probing,92:AE:32
E6:1F:C8:BB:D4:12,1690544883,1690544883,-43,2,(not associated),Not Probing,E6:1F:C8
9A:64:8F:6A:3E:5B,1690544885,1690544885,-53,1,(not associated),Not Probing,9A:64:8F
A2:2B:51:A8:98:07,1690544885,1690544885,-61,3,(not associated),Not Probing,A2:2B:51
62:04:2B:0F:0C:FD,1690544886,1690544887,-51,2,(not associated),Not Probing,62:04:2B
A2:12:24:C1:A6:AE,1690544888,1690544889,-59,5,(not associated),Not Probing,A2:12:24
86:C6:12:F3:4F:E5,1690544890,1690544890,-51,1,(not associated),Not Probing,86:C6:12
0E:EF:92:81:75:31,1690544891,1690544892,-37,8,(not associated),Not Probing,0E:EF:92
DA:02:03:5D:4B:44,1690544891,1690544892,-61,3,(not associated),Not Probing,DA:02:03
6E:9C:6B:A1:86:40,1690544893,1690544893,-71,1,(not associated),KB-12,6E:9C:6B
C2:51:38:A0:02:76,1690544894,1690544894,-55,1,(not associated),Not Probing,C2:51:38
C2:31:6C:47:DA:2A,1690544896,1690544896,-53,3,(not associated),Not Probing,C2:31:6C
52:D1:C7:67:8A:C9,1690544897,1690544897,-43,2,(not associated),Not Probing,52:D1:C7
C2:03:13:98:8A:6E,1690544898,1690544898,-67,1,(not associated),Not Probing,C2:03:13
96:F5:0E:82:07:71,1690544898,1690544898,-53,1,(not associated),Not Probing,96:F5:0E
26:A2:CC:F7:F3:EB,1690544899,1690544900,-59,3,(not associated),Not Probing,26:A2:CC
EE:93:57:A2:CE:F1,1690544900,1690544900,-69,1,(not associated),Not Probing,EE:93:57
5E:E6:12:5B:AE:BE,1690544900,1690544900,-49,1,(not associated),Not Probing,5E:E6:12
AE:30:9E:A8:61:B4,1690544902,1690544902,-47,1,(not associated),Not Probing,AE:30:9E
E6:B7:EC:9C:DB:6C,1690544902,1690544902,-55,1,(not associated),Not Probing,E6:B7:EC
BA:41:47:59:21:89,1690544902,1690544903,-59,5,(not associated),Not Probing,BA:41:47
9A:5D:AF:C2:71:53,1690544902,1690544902,-51,2,(not associated),Not Probing,9A:5D:AF
92:1B:10:C5:91:74,1690544904,1690544905,-57,2,(not associated),Not Probing,92:1B:10
92:B5:20:5F:9A:82,1690544906,1690544907,-53,4,(not associated),Not Probing,92:B5:20
BA:C9:C5:54:4D:F8,1690544907,1690544907,-41,1,(not associated),Not Probing,BA:C9:C5
C6:D1:F3:08:1B:2A,1690544907,1690544907,-43,1,(not associated),Not Probing,C6:D1:F3
E6:36:F2:03:3D:50,1690544907,1690544907,-39,2,(not associated),Not Probing,E6:36:F2
7E:B1:D3:9A:95:9A,1690544908,1690544908,-43,1,(not associated),Not Probing,7E:B1:D3
C2:4B:04:42:5D:FF,1690544908,1690544908,-47,2,(not associated),Not Probing,C2:4B:04
72:07:C1:CA:A3:BE,1690544908,1690544908,-59,2,(not associated),Not Probing,72:07:C1
CA:EB:A3:B6:21:32,1690544908,1690544908,-43,2,(not associated),Not Probing,CA:EB:A3
F2:7C:A0:F6:A1:7B,1690544908,1690544909,-61,2,(not associated),Not Probing,F2:7C:A0
9E:13:AA:D7:28:AD,1690544908,1690544908,-39,1,(not associated),Not Probing,9E:13:AA
DA:4C:3E:82:97:BA,1690544908,1690544908,-43,1,(not associated),Not Probing,DA:4C:3E
A6:A0:B7:B4:1E:8E,1690544908,1690544908,-43,2,(not associated),Not Probing,A6:A0:B7
16:F6:37:E5:96:F2,1690544909,1690544909,-53,2,(not associated),Not Probing,16:F6:37
8A:FE:3D:93:EA:AB,1690544909,1690544910,-51,5,(not associated),Not Probing,8A:FE:3D
92:D2:D4:49:EC:5D,1690544909,1690544909,-45,2,(not associated),Not Probing,92:D2:D4
12:22:30:00:F7:7A,1690544910,1690544910,-43,1,(not associated),Not Probing,12:22:30
4A:9A:D5:89:08:42,1690544910,1690544910,-47,1,(not associated),Not Probing,4A:9A:D5
52:DB:80:76:08:7A,1690544911,1690544912,-65,11,(not associated),IT2 Wireless,52:DB:80
EE:C8:C8:B4:FB:BB,1690544912,1690544912,-63,3,(not associated),Not Probing,EE:C8:C8
F2:8A:DB:36:96:98,1690544913,1690544914,-57,7,(not associated),Not Probing,F2:8A:DB
26:58:67:4F:C3:1E,1690544914,1690544914,-57,3,(not associated),IT2 Wireless,26:58:67
F6:A6:F4:DE:97:67,1690544915,1690544915,-59,6,(not associated),IT2 Wireless,F6:A6:F4
FE:D2:74:DC:1B:90,1690544916,1690544916,-55,3,(not associated),IT2 Wireless,FE:D2:74
5E:B9:0A:37:29:67,1690544916,1690544916,-73,1,(not associated),Not Probing,5E:B9:0A
9A:DF:BD:62:1D:9A,1690544916,1690544916,-51,1,(not associated),Not Probing,9A:DF:BD
F6:9F:1C:D0:2E:0B,1690544916,1690544916,-47,3,(not associated),Not Probing,F6:9F:1C
32:E8:A3:84:E6:7E,1690544917,1690544918,-59,5,(not associated),Not Probing,32:E8:A3
1E:FE:C3:DE:1B:97,1690544918,1690544918,-61,7,(not associated),IT2 Wireless,1E:FE:C3
CE:04:C8:3E:74:7C,1690544918,1690544918,-53,3,(not associated),IT2 Wireless,CE:04:C8
CE:66:65:64:9B:94,1690544918,1690544919,-49,19,(not associated),"AndroidShare_1576,AndroidShare_1901,Beeline121",CE:66:65
0E:28:62:5C:22:4D,1690544919,1690544919,-67,2,(not associated),Not Probing,0E:28:62
32:86:41:31:93:4F,1690544919,1690544920,-59,3,(not associated),Not Probing,32:86:41
5A:00:3F:68:CF:AB,1690544919,1690544919,-67,1,(not associated),Not Probing,5A:00:3F
46:BF:43:91:29:01,1690544919,1690544919,-55,1,(not associated),Not Probing,46:BF:43
9A:EF:A8:89:32:A7,1690544919,1690544919,-59,2,(not associated),Not Probing,9A:EF:A8
02:87:57:FA:F4:FF,1690544919,1690544919,-53,2,(not associated),Not Probing,02:87:57
52:1D:66:9C:B3:E7,1690544920,1690544921,-55,8,(not associated),Not Probing,52:1D:66
22:18:D6:74:50:C8,1690544922,1690544923,-59,3,(not associated),Not Probing,22:18:D6
8A:FB:A7:86:5B:1B,1690544924,1690544924,-59,3,(not associated),Not Probing,8A:FB:A7
DA:1F:7E:E7:36:3F,1690544926,1690544927,-61,5,(not associated),Not Probing,DA:1F:7E
66:DA:AE:12:62:01,1690544926,1690544926,-51,1,(not associated),Not Probing,66:DA:AE
12:2E:45:9C:5F:C7,1690544926,1690544926,-51,1,(not associated),Not Probing,12:2E:45
76:4F:24:7D:A3:60,1690544927,1690544927,-49,2,(not associated),Not Probing,76:4F:24
16:69:23:A1:79:B2,1690544928,1690544928,-57,3,(not associated),Not Probing,16:69:23
8E:05:B2:62:B7:6E,1690544930,1690544930,-61,3,(not associated),Not Probing,8E:05:B2
12:65:9E:14:12:B8,1690544930,1690544930,-53,1,(not associated),Not Probing,12:65:9E
8A:DE:13:67:F5:C5,1690544932,1690544932,-49,4,(not associated),Not Probing,8A:DE:13
02:F5:47:43:79:DF,1690544932,1690544932,-47,1,(not associated),Not Probing,02:F5:47
4E:7E:04:2E:5C:C7,1690544933,1690544934,-63,2,(not associated),Not Probing,4E:7E:04
6E:50:2E:E9:D0:C8,1690544934,1690544935,-45,3,(not associated),Not Probing,6E:50:2E
72:D5:E1:D1:F8:88,1690544935,1690544935,-51,1,(not associated),Not Probing,72:D5:E1
A2:05:68:CE:87:24,1690544937,1690544938,-57,7,(not associated),Not Probing,A2:05:68
D6:FC:3A:06:7D:3A,1690544937,1690544937,-47,2,(not associated),Not Probing,D6:FC:3A
72:71:D9:C8:89:C9,1690544939,1690544939,-73,1,(not associated),Not Probing,72:71:D9
EE:1F:56:B0:CE:38,1690544939,1690544939,-55,6,(not associated),Not Probing,EE:1F:56
E6:E6:A8:70:B2:17,1690544940,1690544940,-53,1,(not associated),Not Probing,E6:E6:A8
8E:ED:EB:E9:8E:2F,1690544940,1690544941,-59,6,(not associated),Not Probing,8E:ED:EB
52:6B:C5:84:B2:16,1690544940,1690544940,-39,2,(not associated),Not Probing,52:6B:C5
EA:6E:A0:EA:7B:06,1690544941,1690544941,-55,1,(not associated),Not Probing,EA:6E:A0
0A:07:E8:56:02:36,1690544941,1690544941,-43,2,(not associated),Not Probing,0A:07:E8
86:DE:88:70:02:32,1690544941,1690544941,-61,1,(not associated),GIVC,86:DE:88
CA:91:4E:B2:76:87,1690544942,1690544943,-53,4,(not associated),Not Probing,CA:91:4E
12:81:0D:7D:F3:57,1690544944,1690544945,-59,4,(not associated),Not Probing,12:81:0D
1E:00:9E:DE:BB:42,1690544945,1690544946,-53,5,(not associated),Not Probing,1E:00:9E
8A:57:D8:B2:92:76,1690544946,1690544946,-51,7,(not associated),IT2 Wireless,8A:57:D8
EA:66:BB:AA:6F:0D,1690544947,1690544948,-51,3,(not associated),Not Probing,EA:66:BB
02:1C:0E:E3:6C:42,1690544948,1690544948,-49,2,(not associated),Not Probing,02:1C:0E
16:6E:03:68:1C:64,1690544949,1690544949,-49,1,(not associated),Not Probing,16:6E:03
26:A7:D2:85:A6:B9,1690544949,1690544949,-49,2,(not associated),Not Probing,26:A7:D2
FA:DA:49:D4:1D:65,1690544949,1690544949,-51,2,(not associated),Not Probing,FA:DA:49
DA:6A:CC:DC:52:16,1690544949,1690544949,-55,2,(not associated),Not Probing,DA:6A:CC
2A:55:12:06:D3:29,1690544949,1690544949,-59,2,(not associated),IT2 Wireless,2A:55:12
96:FB:F8:AA:C4:A8,1690544949,1690544949,-71,1,(not associated),Not Probing,96:FB:F8
6E:A1:D0:92:D5:86,1690544950,1690544950,-37,2,(not associated),Not Probing,6E:A1:D0
06:49:4A:8D:FA:4F,1690544950,1690544950,-51,1,(not associated),Not Probing,06:49:4A
7E:3F:70:30:B4:E3,1690544950,1690544950,-47,2,(not associated),Not Probing,7E:3F:70
66:06:6B:6B:F7:CE,1690544952,1690544952,-67,1,(not associated),Not Probing,66:06:6B
32:B8:61:DF:7D:99,1690544952,1690544952,-63,1,(not associated),Not Probing,32:B8:61
AA:EA:8E:52:ED:64,1690544953,1690544953,-55,3,(not associated),Not Probing,AA:EA:8E
36:E0:D9:3B:B5:1A,1690544954,1690544956,-59,4,(not associated),Not Probing,36:E0:D9
3E:D8:AC:A9:D2:93,1690544955,1690544955,-73,1,(not associated),Not Probing,3E:D8:AC
16:6E:46:31:1E:DF,1690544955,1690544955,-61,1,(not associated),Beeline121,16:6E:46
9E:38:1B:56:15:A1,1690544956,1690544957,-61,3,(not associated),Not Probing,9E:38:1B
A2:1B:20:B1:AD:A2,1690544957,1690544957,-57,4,(not associated),Not Probing,A2:1B:20
62:0A:45:4F:C4:E9,1690544957,1690544959,-55,8,(not associated),Not Probing,62:0A:45
BE:D2:70:86:4B:21,1690544958,1690544959,-55,7,(not associated),Not Probing,BE:D2:70
EA:F6:AF:11:80:38,1690544960,1690544961,-61,4,(not associated),Not Probing,EA:F6:AF
BA:FB:D5:DC:D4:E0,1690544961,1690544962,-57,7,(not associated),Not Probing,BA:FB:D5
3E:7B:B3:2E:C5:41,1690544963,1690544963,-53,3,(not associated),Not Probing,3E:7B:B3
D2:34:A1:3D:27:AA,1690544965,1690544965,-55,4,(not associated),Not Probing,D2:34:A1
AE:E4:E6:FE:85:05,1690544966,1690544967,-55,6,(not associated),Not Probing,AE:E4:E6
BA:0A:3D:E6:82:F9,1690544968,1690544968,-63,1,(not associated),Not Probing,BA:0A:3D
EE:7F:BD:C2:94:9E,1690544969,1690544969,-61,2,(not associated),Not Probing,EE:7F:BD
2A:34:68:53:D6:58,1690544969,1690544969,-61,1,(not associated),Not Probing,2A:34:68
D6:88:6A:B4:CC:45,1690544969,1690544969,-61,1,(not associated),Not Probing,D6:88:6A
D6:98:55:3B:6D:26,1690544969,1690544969,-63,4,(not associated),podval,D6:98:55
82:86:28:A5:94:3E,1690544970,1690544971,-63,7,(not associated),Not Probing,82:86:28
D2:B7:A3:A3:FA:5F,1690544970,1690544970,-47,2,(not associated),Not Probing,D2:B7:A3
A2:22:51:64:3C:D5,1690544970,1690544970,-39,1,(not associated),Not Probing,A2:22:51
4A:2D:B6:04:6B:82,1690544971,1690544971,-39,1,(not associated),Not Probing,4A:2D:B6
02:CE:A4:8B:11:9D,1690544971,1690544971,-41,2,(not associated),Not Probing,02:CE:A4
DE:C7:5C:5E:5B:94,1690544971,1690544972,-55,5,(not associated),Not Probing,DE:C7:5C
BA:46:85:56:41:43,1690544972,1690544972,-65,1,(not associated),Not Probing,BA:46:85
76:80:D6:C2:CA:56,1690544973,1690544974,-53,6,(not associated),Not Probing,76:80:D6
62:A4:63:F8:64:D4,1690544974,1690544974,-55,2,(not associated),IT2 Wireless,62:A4:63
BA:E3:95:E6:00:A3,1690544974,1690544974,-57,2,(not associated),IT2 Wireless,BA:E3:95
86:02:3E:C2:0D:6E,1690544975,1690544975,-47,2,(not associated),Not Probing,86:02:3E
A6:C5:44:01:88:AE,1690544975,1690544975,-41,2,(not associated),Not Probing,A6:C5:44
0E:A2:D4:8E:F5:2F,1690544976,1690544976,-65,1,(not associated),Not Probing,0E:A2:D4
6E:8E:D9:62:5C:7D,1690544976,1690544978,-53,6,(not associated),Not Probing,6E:8E:D9
1A:D1:77:51:CA:D7,1690544977,1690544977,-45,3,(not associated),Not Probing,1A:D1:77
DA:AE:EB:04:8A:24,1690544978,1690544978,-41,4,(not associated),Not Probing,DA:AE:EB
52:E2:6A:50:FA:43,1690544978,1690544978,-47,1,(not associated),Not Probing,52:E2:6A
D2:05:C3:F4:BE:80,1690544978,1690544978,-49,2,(not associated),Not Probing,D2:05:C3
7E:D5:73:39:C3:F5,1690544978,1690544978,-53,2,(not associated),Not Probing,7E:D5:73
4E:26:26:3D:AD:12,1690544978,1690544978,-47,2,(not associated),Not Probing,4E:26:26
32:E4:FA:9A:C1:8B,1690544979,1690544979,-63,1,(not associated),Not Probing,32:E4:FA
BA:39:18:67:66:18,1690544979,1690544979,-51,1,(not associated),Not Probing,BA:39:18
A6:07:61:E3:36:34,1690544979,1690544979,-45,1,(not associated),Not Probing,A6:07:61
A2:EC:5F:21:2D:56,1690544979,1690544979,-35,2,(not associated),Not Probing,A2:EC:5F
F2:04:1D:D0:77:FC,1690544979,1690544979,-35,1,(not associated),Not Probing,F2:04:1D
6E:65:A8:F7:74:7C,1690544979,1690544979,-47,2,(not associated),Not Probing,6E:65:A8
36:72:0F:B8:C4:5A,1690544980,1690544981,-57,3,(not associated),Not Probing,36:72:0F
A6:59:D0:7E:B8:FC,1690544981,1690544981,-71,1,(not associated),Not Probing,A6:59:D0
C6:AB:5C:66:3C:73,1690544982,1690544982,-65,1,(not associated),Not Probing,C6:AB:5C
0A:57:B7:5F:4E:97,1690544983,1690544983,-61,2,(not associated),Not Probing,0A:57:B7
E2:D2:B8:CE:E5:34,1690544983,1690544983,-49,1,(not associated),Not Probing,E2:D2:B8
06:3E:D6:40:9C:7F,1690544983,1690544984,-59,8,(not associated),Not Probing,06:3E:D6
2E:5C:D6:E8:39:21,1690544985,1690544985,-67,1,(not associated),Not Probing,2E:5C:D6
62:67:18:DE:9F:EA,1690544985,1690544985,-57,23,(not associated),"1,edeeeèe,it",62:67:18
BA:2A:27:A6:0A:EA,1690544985,1690544985,-43,1,(not associated),Not Probing,BA:2A:27
E2:95:7A:0F:10:F6,1690544985,1690544985,-53,1,(not associated),Not Probing,E2:95:7A
66:6F:34:4A:BB:8B,1690544986,1690544987,-61,4,(not associated),Not Probing,66:6F:34
9E:36:B1:63:B5:59,1690544987,1690544988,-57,5,(not associated),Not Probing,9E:36:B1
16:68:96:CF:F5:91,1690544987,1690544987,-59,1,(not associated),Not Probing,16:68:96
52:BA:44:66:7C:CE,1690544989,1690544990,-55,4,(not associated),Not Probing,52:BA:44
4E:0E:66:DE:DB:62,1690544990,1690544990,-59,1,(not associated),Not Probing,4E:0E:66
D2:73:04:8B:E2:09,1690544990,1690544990,-51,2,(not associated),Not Probing,D2:73:04
5A:50:68:44:C4:91,1690544991,1690544991,-59,4,(not associated),Not Probing,5A:50:68
C6:62:8A:BD:AA:2D,1690544991,1690544991,-41,2,(not associated),Not Probing,C6:62:8A
0E:EE:9C:C4:68:82,1690544992,1690544993,-61,6,(not associated),Not Probing,0E:EE:9C
FE:8A:16:B1:7E:B8,1690544993,1690544993,-43,2,(not associated),Not Probing,FE:8A:16
1A:69:2F:26:CE:4E,1690544993,1690544993,-39,1,(not associated),Not Probing,1A:69:2F
DA:BC:C2:9C:DE:EA,1690544994,1690544995,-53,3,(not associated),Not Probing,DA:BC:C2
D2:0F:8E:A3:A5:7C,1690544995,1690544995,-43,1,(not associated),Not Probing,D2:0F:8E
FE:12:E1:92:6A:D9,1690544995,1690544995,-45,1,(not associated),Not Probing,FE:12:E1
B6:21:2A:73:73:C7,1690544995,1690544995,-41,1,(not associated),Not Probing,B6:21:2A
32:A6:08:7C:F1:8F,1690544995,1690544996,-61,10,(not associated),Not Probing,32:A6:08
76:BD:58:E2:4F:25,1690544995,1690544995,-47,2,(not associated),Not Probing,76:BD:58
12:1F:D9:E1:46:0E,1690544997,1690544998,-59,3,(not associated),Not Probing,12:1F:D9
CE:98:4B:30:1C:AB,1690544997,1690544997,-39,1,(not associated),Not Probing,CE:98:4B
EE:1C:EB:21:DF:B8,1690544998,1690544998,-39,3,(not associated),Not Probing,EE:1C:EB
0A:A2:88:32:62:98,1690544999,1690545000,-63,5,(not associated),Not Probing,0A:A2:88
26:E8:6A:C6:1C:63,1690545001,1690545001,-51,2,(not associated),Not Probing,26:E8:6A
DA:A1:19:BC:EF:CC,1690545001,1690545001,-63,6,(not associated),Not Probing,DA:A1:19
